airfoil_name,coordinates,reynolds_number,angle_of_attack,lift_coefficient,drag_coefficient
AQUILA,"[(1.0, 0.0), (0.98, 0.0034), (0.92667, 0.0124), (0.87333, 0.0215), (0.82, 0.03065), (0.76, 0.04077), (0.70667, 0.04945), (0.65333, 0.05768), (0.6, 0.0653), (0.54667, 0.07214), (0.49333, 0.07799), (0.44, 0.08263), (0.39333, 0.08551), (0.34667, 0.0871), (0.31333, 0.08735), (0.27333, 0.08655), (0.23333, 0.08438), (0.19333, 0.08055), (0.16, 0.07577), (0.12667, 0.06914), (0.09333, 0.06012), (0.06, 0.04786), (0.04667, 0.04171), (0.03333, 0.03454), (0.02667, 0.03045), (0.02, 0.02587), (0.01333, 0.02052), (0.01, 0.01739), (0.00667, 0.01377), (0.00333, 0.00929), (0.0, 0.0), (0.00667, -0.00725), (0.01, -0.0081), (0.01333, -0.00862), (0.02, -0.00917), (0.02667, -0.0094), (0.03333, -0.00947), (0.04667, -0.00939), (0.06, -0.0092), (0.09333, -0.00866), (0.12667, -0.00821), (0.16, -0.00787), (0.19333, -0.00758), (0.23333, -0.00724), (0.27333, -0.00688), (0.31333, -0.0065), (0.34667, -0.00618), (0.39333, -0.00574), (0.44, -0.0053), (0.49333, -0.0048), (0.54667, -0.0043), (0.6, -0.0038), (0.65333, -0.0033), (0.70667, -0.00279), (0.76, -0.00229), (0.82, -0.00173), (0.87333, -0.00122), (0.92667, -0.0007), (0.98, -0.00019), (1.0, 0.0)]",59400.0,8.33,1.061,0.0383
AQUILA,"[(1.0, 0.0), (0.98, 0.0034), (0.92667, 0.0124), (0.87333, 0.0215), (0.82, 0.03065), (0.76, 0.04077), (0.70667, 0.04945), (0.65333, 0.05768), (0.6, 0.0653), (0.54667, 0.07214), (0.49333, 0.07799), (0.44, 0.08263), (0.39333, 0.08551), (0.34667, 0.0871), (0.31333, 0.08735), (0.27333, 0.08655), (0.23333, 0.08438), (0.19333, 0.08055), (0.16, 0.07577), (0.12667, 0.06914), (0.09333, 0.06012), (0.06, 0.04786), (0.04667, 0.04171), (0.03333, 0.03454), (0.02667, 0.03045), (0.02, 0.02587), (0.01333, 0.02052), (0.01, 0.01739), (0.00667, 0.01377), (0.00333, 0.00929), (0.0, 0.0), (0.00667, -0.00725), (0.01, -0.0081), (0.01333, -0.00862), (0.02, -0.00917), (0.02667, -0.0094), (0.03333, -0.00947), (0.04667, -0.00939), (0.06, -0.0092), (0.09333, -0.00866), (0.12667, -0.00821), (0.16, -0.00787), (0.19333, -0.00758), (0.23333, -0.00724), (0.27333, -0.00688), (0.31333, -0.0065), (0.34667, -0.00618), (0.39333, -0.00574), (0.44, -0.0053), (0.49333, -0.0048), (0.54667, -0.0043), (0.6, -0.0038), (0.65333, -0.0033), (0.70667, -0.00279), (0.76, -0.00229), (0.82, -0.00173), (0.87333, -0.00122), (0.92667, -0.0007), (0.98, -0.00019), (1.0, 0.0)]",59400.0,9.34,1.12,0.0422
AQUILA,"[(1.0, 0.0), (0.98, 0.0034), (0.92667, 0.0124), (0.87333, 0.0215), (0.82, 0.03065), (0.76, 0.04077), (0.70667, 0.04945), (0.65333, 0.05768), (0.6, 0.0653), (0.54667, 0.07214), (0.49333, 0.07799), (0.44, 0.08263), (0.39333, 0.08551), (0.34667, 0.0871), (0.31333, 0.08735), (0.27333, 0.08655), (0.23333, 0.08438), (0.19333, 0.08055), (0.16, 0.07577), (0.12667, 0.06914), (0.09333, 0.06012), (0.06, 0.04786), (0.04667, 0.04171), (0.03333, 0.03454), (0.02667, 0.03045), (0.02, 0.02587), (0.01333, 0.02052), (0.01, 0.01739), (0.00667, 0.01377), (0.00333, 0.00929), (0.0, 0.0), (0.00667, -0.00725), (0.01, -0.0081), (0.01333, -0.00862), (0.02, -0.00917), (0.02667, -0.0094), (0.03333, -0.00947), (0.04667, -0.00939), (0.06, -0.0092), (0.09333, -0.00866), (0.12667, -0.00821), (0.16, -0.00787), (0.19333, -0.00758), (0.23333, -0.00724), (0.27333, -0.00688), (0.31333, -0.0065), (0.34667, -0.00618), (0.39333, -0.00574), (0.44, -0.0053), (0.49333, -0.0048), (0.54667, -0.0043), (0.6, -0.0038), (0.65333, -0.0033), (0.70667, -0.00279), (0.76, -0.00229), (0.82, -0.00173), (0.87333, -0.00122), (0.92667, -0.0007), (0.98, -0.00019), (1.0, 0.0)]",59400.0,10.34,1.148,0.0507
AQUILA,"[(1.0, 0.0), (0.98, 0.0034), (0.92667, 0.0124), (0.87333, 0.0215), (0.82, 0.03065), (0.76, 0.04077), (0.70667, 0.04945), (0.65333, 0.05768), (0.6, 0.0653), (0.54667, 0.07214), (0.49333, 0.07799), (0.44, 0.08263), (0.39333, 0.08551), (0.34667, 0.0871), (0.31333, 0.08735), (0.27333, 0.08655), (0.23333, 0.08438), (0.19333, 0.08055), (0.16, 0.07577), (0.12667, 0.06914), (0.09333, 0.06012), (0.06, 0.04786), (0.04667, 0.04171), (0.03333, 0.03454), (0.02667, 0.03045), (0.02, 0.02587), (0.01333, 0.02052), (0.01, 0.01739), (0.00667, 0.01377), (0.00333, 0.00929), (0.0, 0.0), (0.00667, -0.00725), (0.01, -0.0081), (0.01333, -0.00862), (0.02, -0.00917), (0.02667, -0.0094), (0.03333, -0.00947), (0.04667, -0.00939), (0.06, -0.0092), (0.09333, -0.00866), (0.12667, -0.00821), (0.16, -0.00787), (0.19333, -0.00758), (0.23333, -0.00724), (0.27333, -0.00688), (0.31333, -0.0065), (0.34667, -0.00618), (0.39333, -0.00574), (0.44, -0.0053), (0.49333, -0.0048), (0.54667, -0.0043), (0.6, -0.0038), (0.65333, -0.0033), (0.70667, -0.00279), (0.76, -0.00229), (0.82, -0.00173), (0.87333, -0.00122), (0.92667, -0.0007), (0.98, -0.00019), (1.0, 0.0)]",101100.0,-1.86,0.251,0.0196
AQUILA,"[(1.0, 0.0), (0.98, 0.0034), (0.92667, 0.0124), (0.87333, 0.0215), (0.82, 0.03065), (0.76, 0.04077), (0.70667, 0.04945), (0.65333, 0.05768), (0.6, 0.0653), (0.54667, 0.07214), (0.49333, 0.07799), (0.44, 0.08263), (0.39333, 0.08551), (0.34667, 0.0871), (0.31333, 0.08735), (0.27333, 0.08655), (0.23333, 0.08438), (0.19333, 0.08055), (0.16, 0.07577), (0.12667, 0.06914), (0.09333, 0.06012), (0.06, 0.04786), (0.04667, 0.04171), (0.03333, 0.03454), (0.02667, 0.03045), (0.02, 0.02587), (0.01333, 0.02052), (0.01, 0.01739), (0.00667, 0.01377), (0.00333, 0.00929), (0.0, 0.0), (0.00667, -0.00725), (0.01, -0.0081), (0.01333, -0.00862), (0.02, -0.00917), (0.02667, -0.0094), (0.03333, -0.00947), (0.04667, -0.00939), (0.06, -0.0092), (0.09333, -0.00866), (0.12667, -0.00821), (0.16, -0.00787), (0.19333, -0.00758), (0.23333, -0.00724), (0.27333, -0.00688), (0.31333, -0.0065), (0.34667, -0.00618), (0.39333, -0.00574), (0.44, -0.0053), (0.49333, -0.0048), (0.54667, -0.0043), (0.6, -0.0038), (0.65333, -0.0033), (0.70667, -0.00279), (0.76, -0.00229), (0.82, -0.00173), (0.87333, -0.00122), (0.92667, -0.0007), (0.98, -0.00019), (1.0, 0.0)]",101100.0,-0.84,0.34,0.0179
AQUILA,"[(1.0, 0.0), (0.98, 0.0034), (0.92667, 0.0124), (0.87333, 0.0215), (0.82, 0.03065), (0.76, 0.04077), (0.70667, 0.04945), (0.65333, 0.05768), (0.6, 0.0653), (0.54667, 0.07214), (0.49333, 0.07799), (0.44, 0.08263), (0.39333, 0.08551), (0.34667, 0.0871), (0.31333, 0.08735), (0.27333, 0.08655), (0.23333, 0.08438), (0.19333, 0.08055), (0.16, 0.07577), (0.12667, 0.06914), (0.09333, 0.06012), (0.06, 0.04786), (0.04667, 0.04171), (0.03333, 0.03454), (0.02667, 0.03045), (0.02, 0.02587), (0.01333, 0.02052), (0.01, 0.01739), (0.00667, 0.01377), (0.00333, 0.00929), (0.0, 0.0), (0.00667, -0.00725), (0.01, -0.0081), (0.01333, -0.00862), (0.02, -0.00917), (0.02667, -0.0094), (0.03333, -0.00947), (0.04667, -0.00939), (0.06, -0.0092), (0.09333, -0.00866), (0.12667, -0.00821), (0.16, -0.00787), (0.19333, -0.00758), (0.23333, -0.00724), (0.27333, -0.00688), (0.31333, -0.0065), (0.34667, -0.00618), (0.39333, -0.00574), (0.44, -0.0053), (0.49333, -0.0048), (0.54667, -0.0043), (0.6, -0.0038), (0.65333, -0.0033), (0.70667, -0.00279), (0.76, -0.00229), (0.82, -0.00173), (0.87333, -0.00122), (0.92667, -0.0007), (0.98, -0.00019), (1.0, 0.0)]",101100.0,0.18,0.45,0.0152
AQUILA,"[(1.0, 0.0), (0.98, 0.0034), (0.92667, 0.0124), (0.87333, 0.0215), (0.82, 0.03065), (0.76, 0.04077), (0.70667, 0.04945), (0.65333, 0.05768), (0.6, 0.0653), (0.54667, 0.07214), (0.49333, 0.07799), (0.44, 0.08263), (0.39333, 0.08551), (0.34667, 0.0871), (0.31333, 0.08735), (0.27333, 0.08655), (0.23333, 0.08438), (0.19333, 0.08055), (0.16, 0.07577), (0.12667, 0.06914), (0.09333, 0.06012), (0.06, 0.04786), (0.04667, 0.04171), (0.03333, 0.03454), (0.02667, 0.03045), (0.02, 0.02587), (0.01333, 0.02052), (0.01, 0.01739), (0.00667, 0.01377), (0.00333, 0.00929), (0.0, 0.0), (0.00667, -0.00725), (0.01, -0.0081), (0.01333, -0.00862), (0.02, -0.00917), (0.02667, -0.0094), (0.03333, -0.00947), (0.04667, -0.00939), (0.06, -0.0092), (0.09333, -0.00866), (0.12667, -0.00821), (0.16, -0.00787), (0.19333, -0.00758), (0.23333, -0.00724), (0.27333, -0.00688), (0.31333, -0.0065), (0.34667, -0.00618), (0.39333, -0.00574), (0.44, -0.0053), (0.49333, -0.0048), (0.54667, -0.0043), (0.6, -0.0038), (0.65333, -0.0033), (0.70667, -0.00279), (0.76, -0.00229), (0.82, -0.00173), (0.87333, -0.00122), (0.92667, -0.0007), (0.98, -0.00019), (1.0, 0.0)]",101100.0,1.21,0.538,0.0153
AQUILA,"[(1.0, 0.0), (0.98, 0.0034), (0.92667, 0.0124), (0.87333, 0.0215), (0.82, 0.03065), (0.76, 0.04077), (0.70667, 0.04945), (0.65333, 0.05768), (0.6, 0.0653), (0.54667, 0.07214), (0.49333, 0.07799), (0.44, 0.08263), (0.39333, 0.08551), (0.34667, 0.0871), (0.31333, 0.08735), (0.27333, 0.08655), (0.23333, 0.08438), (0.19333, 0.08055), (0.16, 0.07577), (0.12667, 0.06914), (0.09333, 0.06012), (0.06, 0.04786), (0.04667, 0.04171), (0.03333, 0.03454), (0.02667, 0.03045), (0.02, 0.02587), (0.01333, 0.02052), (0.01, 0.01739), (0.00667, 0.01377), (0.00333, 0.00929), (0.0, 0.0), (0.00667, -0.00725), (0.01, -0.0081), (0.01333, -0.00862), (0.02, -0.00917), (0.02667, -0.0094), (0.03333, -0.00947), (0.04667, -0.00939), (0.06, -0.0092), (0.09333, -0.00866), (0.12667, -0.00821), (0.16, -0.00787), (0.19333, -0.00758), (0.23333, -0.00724), (0.27333, -0.00688), (0.31333, -0.0065), (0.34667, -0.00618), (0.39333, -0.00574), (0.44, -0.0053), (0.49333, -0.0048), (0.54667, -0.0043), (0.6, -0.0038), (0.65333, -0.0033), (0.70667, -0.00279), (0.76, -0.00229), (0.82, -0.00173), (0.87333, -0.00122), (0.92667, -0.0007), (0.98, -0.00019), (1.0, 0.0)]",101100.0,2.22,0.625,0.0166
AQUILA,"[(1.0, 0.0), (0.98, 0.0034), (0.92667, 0.0124), (0.87333, 0.0215), (0.82, 0.03065), (0.76, 0.04077), (0.70667, 0.04945), (0.65333, 0.05768), (0.6, 0.0653), (0.54667, 0.07214), (0.49333, 0.07799), (0.44, 0.08263), (0.39333, 0.08551), (0.34667, 0.0871), (0.31333, 0.08735), (0.27333, 0.08655), (0.23333, 0.08438), (0.19333, 0.08055), (0.16, 0.07577), (0.12667, 0.06914), (0.09333, 0.06012), (0.06, 0.04786), (0.04667, 0.04171), (0.03333, 0.03454), (0.02667, 0.03045), (0.02, 0.02587), (0.01333, 0.02052), (0.01, 0.01739), (0.00667, 0.01377), (0.00333, 0.00929), (0.0, 0.0), (0.00667, -0.00725), (0.01, -0.0081), (0.01333, -0.00862), (0.02, -0.00917), (0.02667, -0.0094), (0.03333, -0.00947), (0.04667, -0.00939), (0.06, -0.0092), (0.09333, -0.00866), (0.12667, -0.00821), (0.16, -0.00787), (0.19333, -0.00758), (0.23333, -0.00724), (0.27333, -0.00688), (0.31333, -0.0065), (0.34667, -0.00618), (0.39333, -0.00574), (0.44, -0.0053), (0.49333, -0.0048), (0.54667, -0.0043), (0.6, -0.0038), (0.65333, -0.0033), (0.70667, -0.00279), (0.76, -0.00229), (0.82, -0.00173), (0.87333, -0.00122), (0.92667, -0.0007), (0.98, -0.00019), (1.0, 0.0)]",101100.0,3.24,0.726,0.0184
AQUILA,"[(1.0, 0.0), (0.98, 0.0034), (0.92667, 0.0124), (0.87333, 0.0215), (0.82, 0.03065), (0.76, 0.04077), (0.70667, 0.04945), (0.65333, 0.05768), (0.6, 0.0653), (0.54667, 0.07214), (0.49333, 0.07799), (0.44, 0.08263), (0.39333, 0.08551), (0.34667, 0.0871), (0.31333, 0.08735), (0.27333, 0.08655), (0.23333, 0.08438), (0.19333, 0.08055), (0.16, 0.07577), (0.12667, 0.06914), (0.09333, 0.06012), (0.06, 0.04786), (0.04667, 0.04171), (0.03333, 0.03454), (0.02667, 0.03045), (0.02, 0.02587), (0.01333, 0.02052), (0.01, 0.01739), (0.00667, 0.01377), (0.00333, 0.00929), (0.0, 0.0), (0.00667, -0.00725), (0.01, -0.0081), (0.01333, -0.00862), (0.02, -0.00917), (0.02667, -0.0094), (0.03333, -0.00947), (0.04667, -0.00939), (0.06, -0.0092), (0.09333, -0.00866), (0.12667, -0.00821), (0.16, -0.00787), (0.19333, -0.00758), (0.23333, -0.00724), (0.27333, -0.00688), (0.31333, -0.0065), (0.34667, -0.00618), (0.39333, -0.00574), (0.44, -0.0053), (0.49333, -0.0048), (0.54667, -0.0043), (0.6, -0.0038), (0.65333, -0.0033), (0.70667, -0.00279), (0.76, -0.00229), (0.82, -0.00173), (0.87333, -0.00122), (0.92667, -0.0007), (0.98, -0.00019), (1.0, 0.0)]",101100.0,4.27,0.815,0.0197
AQUILA,"[(1.0, 0.0), (0.98, 0.0034), (0.92667, 0.0124), (0.87333, 0.0215), (0.82, 0.03065), (0.76, 0.04077), (0.70667, 0.04945), (0.65333, 0.05768), (0.6, 0.0653), (0.54667, 0.07214), (0.49333, 0.07799), (0.44, 0.08263), (0.39333, 0.08551), (0.34667, 0.0871), (0.31333, 0.08735), (0.27333, 0.08655), (0.23333, 0.08438), (0.19333, 0.08055), (0.16, 0.07577), (0.12667, 0.06914), (0.09333, 0.06012), (0.06, 0.04786), (0.04667, 0.04171), (0.03333, 0.03454), (0.02667, 0.03045), (0.02, 0.02587), (0.01333, 0.02052), (0.01, 0.01739), (0.00667, 0.01377), (0.00333, 0.00929), (0.0, 0.0), (0.00667, -0.00725), (0.01, -0.0081), (0.01333, -0.00862), (0.02, -0.00917), (0.02667, -0.0094), (0.03333, -0.00947), (0.04667, -0.00939), (0.06, -0.0092), (0.09333, -0.00866), (0.12667, -0.00821), (0.16, -0.00787), (0.19333, -0.00758), (0.23333, -0.00724), (0.27333, -0.00688), (0.31333, -0.0065), (0.34667, -0.00618), (0.39333, -0.00574), (0.44, -0.0053), (0.49333, -0.0048), (0.54667, -0.0043), (0.6, -0.0038), (0.65333, -0.0033), (0.70667, -0.00279), (0.76, -0.00229), (0.82, -0.00173), (0.87333, -0.00122), (0.92667, -0.0007), (0.98, -0.00019), (1.0, 0.0)]",101100.0,5.28,0.899,0.0206
AQUILA,"[(1.0, 0.0), (0.98, 0.0034), (0.92667, 0.0124), (0.87333, 0.0215), (0.82, 0.03065), (0.76, 0.04077), (0.70667, 0.04945), (0.65333, 0.05768), (0.6, 0.0653), (0.54667, 0.07214), (0.49333, 0.07799), (0.44, 0.08263), (0.39333, 0.08551), (0.34667, 0.0871), (0.31333, 0.08735), (0.27333, 0.08655), (0.23333, 0.08438), (0.19333, 0.08055), (0.16, 0.07577), (0.12667, 0.06914), (0.09333, 0.06012), (0.06, 0.04786), (0.04667, 0.04171), (0.03333, 0.03454), (0.02667, 0.03045), (0.02, 0.02587), (0.01333, 0.02052), (0.01, 0.01739), (0.00667, 0.01377), (0.00333, 0.00929), (0.0, 0.0), (0.00667, -0.00725), (0.01, -0.0081), (0.01333, -0.00862), (0.02, -0.00917), (0.02667, -0.0094), (0.03333, -0.00947), (0.04667, -0.00939), (0.06, -0.0092), (0.09333, -0.00866), (0.12667, -0.00821), (0.16, -0.00787), (0.19333, -0.00758), (0.23333, -0.00724), (0.27333, -0.00688), (0.31333, -0.0065), (0.34667, -0.00618), (0.39333, -0.00574), (0.44, -0.0053), (0.49333, -0.0048), (0.54667, -0.0043), (0.6, -0.0038), (0.65333, -0.0033), (0.70667, -0.00279), (0.76, -0.00229), (0.82, -0.00173), (0.87333, -0.00122), (0.92667, -0.0007), (0.98, -0.00019), (1.0, 0.0)]",101100.0,6.29,0.984,0.0215
AQUILA,"[(1.0, 0.0), (0.98, 0.0034), (0.92667, 0.0124), (0.87333, 0.0215), (0.82, 0.03065), (0.76, 0.04077), (0.70667, 0.04945), (0.65333, 0.05768), (0.6, 0.0653), (0.54667, 0.07214), (0.49333, 0.07799), (0.44, 0.08263), (0.39333, 0.08551), (0.34667, 0.0871), (0.31333, 0.08735), (0.27333, 0.08655), (0.23333, 0.08438), (0.19333, 0.08055), (0.16, 0.07577), (0.12667, 0.06914), (0.09333, 0.06012), (0.06, 0.04786), (0.04667, 0.04171), (0.03333, 0.03454), (0.02667, 0.03045), (0.02, 0.02587), (0.01333, 0.02052), (0.01, 0.01739), (0.00667, 0.01377), (0.00333, 0.00929), (0.0, 0.0), (0.00667, -0.00725), (0.01, -0.0081), (0.01333, -0.00862), (0.02, -0.00917), (0.02667, -0.0094), (0.03333, -0.00947), (0.04667, -0.00939), (0.06, -0.0092), (0.09333, -0.00866), (0.12667, -0.00821), (0.16, -0.00787), (0.19333, -0.00758), (0.23333, -0.00724), (0.27333, -0.00688), (0.31333, -0.0065), (0.34667, -0.00618), (0.39333, -0.00574), (0.44, -0.0053), (0.49333, -0.0048), (0.54667, -0.0043), (0.6, -0.0038), (0.65333, -0.0033), (0.70667, -0.00279), (0.76, -0.00229), (0.82, -0.00173), (0.87333, -0.00122), (0.92667, -0.0007), (0.98, -0.00019), (1.0, 0.0)]",101100.0,7.33,1.069,0.0239
AQUILA,"[(1.0, 0.0), (0.98, 0.0034), (0.92667, 0.0124), (0.87333, 0.0215), (0.82, 0.03065), (0.76, 0.04077), (0.70667, 0.04945), (0.65333, 0.05768), (0.6, 0.0653), (0.54667, 0.07214), (0.49333, 0.07799), (0.44, 0.08263), (0.39333, 0.08551), (0.34667, 0.0871), (0.31333, 0.08735), (0.27333, 0.08655), (0.23333, 0.08438), (0.19333, 0.08055), (0.16, 0.07577), (0.12667, 0.06914), (0.09333, 0.06012), (0.06, 0.04786), (0.04667, 0.04171), (0.03333, 0.03454), (0.02667, 0.03045), (0.02, 0.02587), (0.01333, 0.02052), (0.01, 0.01739), (0.00667, 0.01377), (0.00333, 0.00929), (0.0, 0.0), (0.00667, -0.00725), (0.01, -0.0081), (0.01333, -0.00862), (0.02, -0.00917), (0.02667, -0.0094), (0.03333, -0.00947), (0.04667, -0.00939), (0.06, -0.0092), (0.09333, -0.00866), (0.12667, -0.00821), (0.16, -0.00787), (0.19333, -0.00758), (0.23333, -0.00724), (0.27333, -0.00688), (0.31333, -0.0065), (0.34667, -0.00618), (0.39333, -0.00574), (0.44, -0.0053), (0.49333, -0.0048), (0.54667, -0.0043), (0.6, -0.0038), (0.65333, -0.0033), (0.70667, -0.00279), (0.76, -0.00229), (0.82, -0.00173), (0.87333, -0.00122), (0.92667, -0.0007), (0.98, -0.00019), (1.0, 0.0)]",101100.0,8.33,1.146,0.0251
AQUILA,"[(1.0, 0.0), (0.98, 0.0034), (0.92667, 0.0124), (0.87333, 0.0215), (0.82, 0.03065), (0.76, 0.04077), (0.70667, 0.04945), (0.65333, 0.05768), (0.6, 0.0653), (0.54667, 0.07214), (0.49333, 0.07799), (0.44, 0.08263), (0.39333, 0.08551), (0.34667, 0.0871), (0.31333, 0.08735), (0.27333, 0.08655), (0.23333, 0.08438), (0.19333, 0.08055), (0.16, 0.07577), (0.12667, 0.06914), (0.09333, 0.06012), (0.06, 0.04786), (0.04667, 0.04171), (0.03333, 0.03454), (0.02667, 0.03045), (0.02, 0.02587), (0.01333, 0.02052), (0.01, 0.01739), (0.00667, 0.01377), (0.00333, 0.00929), (0.0, 0.0), (0.00667, -0.00725), (0.01, -0.0081), (0.01333, -0.00862), (0.02, -0.00917), (0.02667, -0.0094), (0.03333, -0.00947), (0.04667, -0.00939), (0.06, -0.0092), (0.09333, -0.00866), (0.12667, -0.00821), (0.16, -0.00787), (0.19333, -0.00758), (0.23333, -0.00724), (0.27333, -0.00688), (0.31333, -0.0065), (0.34667, -0.00618), (0.39333, -0.00574), (0.44, -0.0053), (0.49333, -0.0048), (0.54667, -0.0043), (0.6, -0.0038), (0.65333, -0.0033), (0.70667, -0.00279), (0.76, -0.00229), (0.82, -0.00173), (0.87333, -0.00122), (0.92667, -0.0007), (0.98, -0.00019), (1.0, 0.0)]",101100.0,9.35,1.215,0.0285
AQUILA,"[(1.0, 0.0), (0.98, 0.0034), (0.92667, 0.0124), (0.87333, 0.0215), (0.82, 0.03065), (0.76, 0.04077), (0.70667, 0.04945), (0.65333, 0.05768), (0.6, 0.0653), (0.54667, 0.07214), (0.49333, 0.07799), (0.44, 0.08263), (0.39333, 0.08551), (0.34667, 0.0871), (0.31333, 0.08735), (0.27333, 0.08655), (0.23333, 0.08438), (0.19333, 0.08055), (0.16, 0.07577), (0.12667, 0.06914), (0.09333, 0.06012), (0.06, 0.04786), (0.04667, 0.04171), (0.03333, 0.03454), (0.02667, 0.03045), (0.02, 0.02587), (0.01333, 0.02052), (0.01, 0.01739), (0.00667, 0.01377), (0.00333, 0.00929), (0.0, 0.0), (0.00667, -0.00725), (0.01, -0.0081), (0.01333, -0.00862), (0.02, -0.00917), (0.02667, -0.0094), (0.03333, -0.00947), (0.04667, -0.00939), (0.06, -0.0092), (0.09333, -0.00866), (0.12667, -0.00821), (0.16, -0.00787), (0.19333, -0.00758), (0.23333, -0.00724), (0.27333, -0.00688), (0.31333, -0.0065), (0.34667, -0.00618), (0.39333, -0.00574), (0.44, -0.0053), (0.49333, -0.0048), (0.54667, -0.0043), (0.6, -0.0038), (0.65333, -0.0033), (0.70667, -0.00279), (0.76, -0.00229), (0.82, -0.00173), (0.87333, -0.00122), (0.92667, -0.0007), (0.98, -0.00019), (1.0, 0.0)]",101100.0,10.36,1.241,0.0359
AQUILA,"[(1.0, 0.0), (0.98, 0.0034), (0.92667, 0.0124), (0.87333, 0.0215), (0.82, 0.03065), (0.76, 0.04077), (0.70667, 0.04945), (0.65333, 0.05768), (0.6, 0.0653), (0.54667, 0.07214), (0.49333, 0.07799), (0.44, 0.08263), (0.39333, 0.08551), (0.34667, 0.0871), (0.31333, 0.08735), (0.27333, 0.08655), (0.23333, 0.08438), (0.19333, 0.08055), (0.16, 0.07577), (0.12667, 0.06914), (0.09333, 0.06012), (0.06, 0.04786), (0.04667, 0.04171), (0.03333, 0.03454), (0.02667, 0.03045), (0.02, 0.02587), (0.01333, 0.02052), (0.01, 0.01739), (0.00667, 0.01377), (0.00333, 0.00929), (0.0, 0.0), (0.00667, -0.00725), (0.01, -0.0081), (0.01333, -0.00862), (0.02, -0.00917), (0.02667, -0.0094), (0.03333, -0.00947), (0.04667, -0.00939), (0.06, -0.0092), (0.09333, -0.00866), (0.12667, -0.00821), (0.16, -0.00787), (0.19333, -0.00758), (0.23333, -0.00724), (0.27333, -0.00688), (0.31333, -0.0065), (0.34667, -0.00618), (0.39333, -0.00574), (0.44, -0.0053), (0.49333, -0.0048), (0.54667, -0.0043), (0.6, -0.0038), (0.65333, -0.0033), (0.70667, -0.00279), (0.76, -0.00229), (0.82, -0.00173), (0.87333, -0.00122), (0.92667, -0.0007), (0.98, -0.00019), (1.0, 0.0)]",101100.0,11.36,1.28,0.0385
AQUILA,"[(1.0, 0.0), (0.98, 0.0034), (0.92667, 0.0124), (0.87333, 0.0215), (0.82, 0.03065), (0.76, 0.04077), (0.70667, 0.04945), (0.65333, 0.05768), (0.6, 0.0653), (0.54667, 0.07214), (0.49333, 0.07799), (0.44, 0.08263), (0.39333, 0.08551), (0.34667, 0.0871), (0.31333, 0.08735), (0.27333, 0.08655), (0.23333, 0.08438), (0.19333, 0.08055), (0.16, 0.07577), (0.12667, 0.06914), (0.09333, 0.06012), (0.06, 0.04786), (0.04667, 0.04171), (0.03333, 0.03454), (0.02667, 0.03045), (0.02, 0.02587), (0.01333, 0.02052), (0.01, 0.01739), (0.00667, 0.01377), (0.00333, 0.00929), (0.0, 0.0), (0.00667, -0.00725), (0.01, -0.0081), (0.01333, -0.00862), (0.02, -0.00917), (0.02667, -0.0094), (0.03333, -0.00947), (0.04667, -0.00939), (0.06, -0.0092), (0.09333, -0.00866), (0.12667, -0.00821), (0.16, -0.00787), (0.19333, -0.00758), (0.23333, -0.00724), (0.27333, -0.00688), (0.31333, -0.0065), (0.34667, -0.00618), (0.39333, -0.00574), (0.44, -0.0053), (0.49333, -0.0048), (0.54667, -0.0043), (0.6, -0.0038), (0.65333, -0.0033), (0.70667, -0.00279), (0.76, -0.00229), (0.82, -0.00173), (0.87333, -0.00122), (0.92667, -0.0007), (0.98, -0.00019), (1.0, 0.0)]",101100.0,12.37,1.298,0.0471
AQUILA,"[(1.0, 0.0), (0.98, 0.0034), (0.92667, 0.0124), (0.87333, 0.0215), (0.82, 0.03065), (0.76, 0.04077), (0.70667, 0.04945), (0.65333, 0.05768), (0.6, 0.0653), (0.54667, 0.07214), (0.49333, 0.07799), (0.44, 0.08263), (0.39333, 0.08551), (0.34667, 0.0871), (0.31333, 0.08735), (0.27333, 0.08655), (0.23333, 0.08438), (0.19333, 0.08055), (0.16, 0.07577), (0.12667, 0.06914), (0.09333, 0.06012), (0.06, 0.04786), (0.04667, 0.04171), (0.03333, 0.03454), (0.02667, 0.03045), (0.02, 0.02587), (0.01333, 0.02052), (0.01, 0.01739), (0.00667, 0.01377), (0.00333, 0.00929), (0.0, 0.0), (0.00667, -0.00725), (0.01, -0.0081), (0.01333, -0.00862), (0.02, -0.00917), (0.02667, -0.0094), (0.03333, -0.00947), (0.04667, -0.00939), (0.06, -0.0092), (0.09333, -0.00866), (0.12667, -0.00821), (0.16, -0.00787), (0.19333, -0.00758), (0.23333, -0.00724), (0.27333, -0.00688), (0.31333, -0.0065), (0.34667, -0.00618), (0.39333, -0.00574), (0.44, -0.0053), (0.49333, -0.0048), (0.54667, -0.0043), (0.6, -0.0038), (0.65333, -0.0033), (0.70667, -0.00279), (0.76, -0.00229), (0.82, -0.00173), (0.87333, -0.00122), (0.92667, -0.0007), (0.98, -0.00019), (1.0, 0.0)]",101100.0,13.37,1.295,0.0573
